row_index,row_key,domain,classification,match_level,evidence_count,matched_ledger_ids,txn_id,sequence,tx_date,create_date,use_date,amount,abs_amount,account_name,name,memo,txn_type,description,payroll_hits,asset_hits,row_tokens
5306,2644,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15824;18990;43206,2644,1,,,,101.14,101.14,6110 Credit Card Charges,,,,,,bus,6110;charges;credit
5307,2644,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15824;18990;43206,2644,2,,,,0.0,0.0,2200 GST/HST Payable,,,,,,bus,2200;gst;hst
7236,4080,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16001;20891;43444,4080,1,,,,7.62,7.62,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
8810,5032,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,5,16183;22715;42696;43132;43159,5032,1,,,,0.0,0.0,1085 Payroll Clearing Account,,,,,payroll,,1085;account;clearing;payroll
9026,5328,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16441;24670;43103,5328,1,,,,4.52,4.52,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
9428,5412,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16613;26050;44081,5412,1,,,,9.48,9.48,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
9504,4436,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15902;19665;39197,4436,1,,,,400.0,400.0,1085 Payroll Clearing Account,,,,,payroll,,1085;account;clearing;payroll
9646,5415,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16475;24867;39224,5415,1,,,,5.71,5.71,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
10502,5554,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16223;23009;43654,5554,1,,,,7.62,7.62,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
10567,5565,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16225;23054;43659,5565,1,,,,16.19,16.19,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
10759,5595,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16238;23112;43669,5595,1,,,,11.43,11.43,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
11197,4654,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15966;20520;39200,4654,1,,,,500.0,500.0,1085 Payroll Clearing Account,,,,,payroll,,1085;account;clearing;payroll
11377,4686,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,6,15998;20847;39203;42688;43123;43152,4686,1,,,,2567.05,2567.05,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,,,,,bus,2010;2506;bus;e450;ford;leases;limo;loans
11423,4695,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16103;21843;43540,4695,1,,,,1500.0,1500.0,1085 Payroll Clearing Account,,,,,payroll,,1085;account;clearing;payroll
11438,4703,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,5,15985;20719;42687;43122;43151,4703,1,,,,19.99,19.99,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
12270,5812,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15850;19272;43239,5812,1,,,,8.0,8.0,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
12505,5837,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15861;19371;43257,5837,1,,,,17.14,17.14,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
12523,5843,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,4,16749;27493;42716;43176,5843,1,,,,6.67,6.67,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
12592,5860,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16750;27483;39235,5860,1,,,,6.67,6.67,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
12997,5925,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15928;20057;43354,5925,1,,,,13.33,13.33,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
13137,4887,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,6,16083;21675;39209;42691;43126;43155,4887,1,,,,378.1,378.1,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
13226,5961,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15926;20042;43351,5961,1,,,,8.57,8.57,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
13477,6015,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15957;20384;43392,6015,1,,,,7.62,7.62,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
13924,6088,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,7,15999;16850;20884;28391;42719;43179;43443,6088,1,,,,150.0,150.0,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
14092,5646,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16627;26147;39229,5646,1,,,,2000.0,2000.0,1085 Payroll Clearing Account,,,,,payroll,,1085;account;clearing;payroll
14267,6177,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,4,16888;28751;42721;43181,6177,1,,,,7.62,7.62,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
14615,6124,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16020;21123;43478,6124,1,,,,5.71,5.71,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
14659,6231,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16912;29029;39242,6231,1,,,,4.76,4.76,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
14687,5049,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16184;22721;39214,5049,1,,,,248.42,248.42,1085 Payroll Clearing Account,,Vacation Pay,,,payroll;vacation pay,,1085;account;clearing;pay;payroll;vacation
15012,5118,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16244;23153;39216,5118,1,,,,2590.86,2590.86,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,,,,,bus,2010;2506;bus;e450;ford;leases;limo;loans
15452,5155,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16162;22527;43606,5155,1,,,,2393.4,2393.4,1085 Payroll Clearing Account,,,,,payroll,,1085;account;clearing;payroll
15506,7023,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,4,17150;31442;39259;43110,7023,1,,,,3.81,3.81,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
15617,7026,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16528;25284;43968,7026,1,,,,13.33,13.33,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
15788,7032,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16537;25299;43972,7032,1,,,,140.66,140.66,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
16130,6499,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16395;24404;43837,6499,1,,,,14.29,14.29,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
16235,5219,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,17084;31032;44801,5219,1,,,,847.5,847.5,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,,,,,bus,2012;2507;bus;e350;leases;limo;loans
16399,6535,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16408;24459;43848,6535,1,,,,24.76,24.76,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
16518,5259,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16309;23817;39219,5259,1,,,,31.36,31.36,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
16560,6554,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,17018;30148;43149,6554,1,,,,75.0,75.0,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
17192,14277,ASSET,NEEDS_REVIEW_AMBIGUOUS,L2_MULTI,2,17478;35403,14277,0,2014-01-16,2014-01-16,2014-01-16,-420.93,420.93,2310 RBC Visa 9016 - No Rec,Bo Bit Bus Media Lct Shows,,Expense,,,bus,2310;9016;bit;bus;expense;lct;media;rbc;rec;shows;visa
17596,6628,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16470;24839;43894,6628,1,,,,23.81,23.81,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
18888,7353,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16595;25956;44072,7353,1,,,,11.43,11.43,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
19013,7369,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16602;25970;44073,7369,1,,,,10.48,10.48,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
20414,1857,ASSET,NEEDS_REVIEW_AMBIGUOUS,L2_MULTI,2,3763;15397,1857,0,2014-05-26,2014-05-26,2014-05-26,-4000.0,4000.0,1010 Scotia Bank Main,Presidential Limousine,,Cheque Expense,,,limousine,1010;cheque;expense;limousine;main;presidential;scotia
22490,8063,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16711;27021;44232,8063,1,,,,7.62,7.62,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
23157,6886,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,17082;31026;39255,6886,1,,,,272.53,272.53,6300 Equipment Rental,,,,,,equipment,6300;equipment;rental
23973,9029,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16872;28625;44479,9029,1,,,,29.17,29.17,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
24318,14574,ASSET,NEEDS_REVIEW_AMBIGUOUS,L2_MULTI,2,15776;34638,14574,0,2014-10-31,2014-10-31,2014-10-31,24000.0,24000.0,Limousines & Busses:L18 2003 Ford Excursion D67617,,Purchase 2003 Ford Excursion,Journal Entry,,,limousine;bus;purchase,2003;busses;d67617;excursion;ford;l18;limousines;purchase
24377,7598,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,4,17239;32569;39267;43117,7598,1,,,,178.82,178.82,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
27309,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,0,2015-02-28,2015-02-28,2015-02-28,-1535.6,1535.6,1085 Payroll Clearing Account,Jesse Gordon,,Cheque Expense,,payroll,,1085;account;cheque;clearing;expense;gordon;jesse;payroll
27310,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,1,,,,1245.0,1245.0,6600 Wages and Salaries,,Hourly - 1,,,wage;wages,,6600;hourly;salaries;wages
27311,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,2,,,,150.0,150.0,6600 Wages and Salaries,,Hourly - 2,,,wage;wages,,6600;hourly;salaries;wages
27312,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,3,,,,329.5,329.5,6600 Wages and Salaries,,Gratuity,,,wage;wages,,6600;gratuity;salaries;wages
27313,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,4,,,,68.95,68.95,6605 Payroll Expenses,,CPP - Company,,,payroll;cpp,,6605;company;cpp;expenses;payroll
27314,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,5,,,,-68.95,68.95,2100 Payroll Liabilities,,CPP - Company,,,payroll;cpp,,2100;company;cpp;liabilities;payroll
27315,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,6,,,,-68.95,68.95,2100 Payroll Liabilities,,CPP - Employee,,,payroll;cpp,,2100;cpp;employee;liabilities;payroll
27316,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,7,,,,44.34,44.34,6605 Payroll Expenses,,EI - Company,,,payroll;ei,,6605;company;expenses;payroll
27317,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,8,,,,-44.34,44.34,2100 Payroll Liabilities,,EI - Company,,,payroll;ei,,2100;company;liabilities;payroll
27318,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,9,,,,-31.67,31.67,2100 Payroll Liabilities,,EI - Employee,,,payroll;ei,,2100;employee;liabilities;payroll
27319,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,10,,,,-88.28,88.28,2100 Payroll Liabilities,,Federal Income Tax,,,payroll,,2100;federal;income;liabilities;payroll;tax
27320,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,11,,,,55.8,55.8,6600 Wages and Salaries,,VacPay-Accrued,,,wage;wages,,6600;accrued;salaries;vacpay;wages
27321,715,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16455;24738;35286,715,12,,,,-55.8,55.8,2100 Payroll Liabilities,,VacPay-Accrued,,,payroll,,2100;accrued;liabilities;payroll;vacpay
29164,1462,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16375;24268;43815,1462,1,,,,1264.99,1264.99,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
29541,743,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15840;19117;43222,743,0,2015-05-31,2015-05-31,2015-05-31,-1823.49,1823.49,1085 Payroll Clearing Account,Paul D Richard,T4s Adjusted for EI CPP Correction,Cheque Expense,,payroll;ei;cpp,,1085;account;adjusted;cheque;clearing;correction;cpp;expense;paul;payroll;richard;t4s
29542,743,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15840;19117;43222,743,1,,,,961.67,961.67,6600 Wages and Salaries,,Salary,,,wage;wages;salary,,6600;salaries;salary;wages
29543,743,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15840;19117;43222,743,2,,,,1202.93,1202.93,6600 Wages and Salaries,,Gratuity,,,wage;wages,,6600;gratuity;salaries;wages
29544,743,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15840;19117;43222,743,3,,,,102.38,102.38,6605 Payroll Expenses,,CPP - Company,,,payroll;cpp,,6605;company;cpp;expenses;payroll
29545,743,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15840;19117;43222,743,4,,,,-102.38,102.38,2100 Payroll Liabilities,,CPP - Company,,,payroll;cpp,,2100;company;cpp;liabilities;payroll
29546,743,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15840;19117;43222,743,5,,,,-102.38,102.38,2100 Payroll Liabilities,,CPP - Employee,,,payroll;cpp,,2100;cpp;employee;liabilities;payroll
29547,743,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15840;19117;43222,743,6,,,,204.13,204.13,6605 Payroll Expenses,,EI - Company,,,payroll;ei,,6605;company;expenses;payroll
29548,743,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15840;19117;43222,743,7,,,,-204.13,204.13,2100 Payroll Liabilities,,EI - Company,,,payroll;ei,,2100;company;liabilities;payroll
29549,743,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15840;19117;43222,743,8,,,,-145.81,145.81,2100 Payroll Liabilities,,EI - Employee,,,payroll;ei,,2100;employee;liabilities;payroll
29550,743,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15840;19117;43222,743,9,,,,-131.39,131.39,2100 Payroll Liabilities,,Federal Income Tax,,,payroll,,2100;federal;income;liabilities;payroll;tax
29551,743,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,15840;19117;43222,743,10,,,,38.47,38.47,6600 Wages and Salaries,,VacPay-Paid Out,,,wage;wages,,6600;out;paid;salaries;vacpay;wages
29745,9655,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16963;29570;44609,9655,1,,,,450.0,450.0,1085 Payroll Clearing Account,,,,,payroll,,1085;account;clearing;payroll
30600,628,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16409;24473;35276,628,0,2015-06-30,2015-06-30,2015-06-30,-444.34,444.34,1085 Payroll Clearing Account,Shondal Saunders,,Cheque Expense,,payroll,,1085;account;cheque;clearing;expense;payroll;saunders;shondal
30601,628,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16409;24473;35276,628,1,,,,430.0,430.0,6600 Wages and Salaries,,Hourly - 1,,,wage;wages,,6600;hourly;salaries;wages
30602,628,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16409;24473;35276,628,2,,,,138.75,138.75,6600 Wages and Salaries,,Gratuity,,,wage;wages,,6600;gratuity;salaries;wages
30603,628,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16409;24473;35276,628,3,,,,13.72,13.72,6605 Payroll Expenses,,CPP - Company,,,payroll;cpp,,6605;company;cpp;expenses;payroll
30604,628,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16409;24473;35276,628,4,,,,-13.72,13.72,2100 Payroll Liabilities,,CPP - Company,,,payroll;cpp,,2100;company;cpp;liabilities;payroll
30605,628,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16409;24473;35276,628,5,,,,-13.72,13.72,2100 Payroll Liabilities,,CPP - Employee,,,payroll;cpp,,2100;cpp;employee;liabilities;payroll
30606,628,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16409;24473;35276,628,6,,,,14.97,14.97,6605 Payroll Expenses,,EI - Company,,,payroll;ei,,6605;company;expenses;payroll
30607,628,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16409;24473;35276,628,7,,,,-14.97,14.97,2100 Payroll Liabilities,,EI - Company,,,payroll;ei,,2100;company;liabilities;payroll
30608,628,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16409;24473;35276,628,8,,,,-10.69,10.69,2100 Payroll Liabilities,,EI - Employee,,,payroll;ei,,2100;employee;liabilities;payroll
30609,628,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16409;24473;35276,628,9,,,,-100.0,100.0,2100 Payroll Liabilities,,Federal Income Tax,,,payroll,,2100;federal;income;liabilities;payroll;tax
30610,628,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16409;24473;35276,628,10,,,,17.2,17.2,6600 Wages and Salaries,,VacPay-Accrued,,,wage;wages,,6600;accrued;salaries;vacpay;wages
30611,628,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16409;24473;35276,628,11,,,,-17.2,17.2,2100 Payroll Liabilities,,VacPay-Accrued,,,payroll,,2100;accrued;liabilities;payroll;vacpay
32277,655,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16423;24536;38077,655,0,2015-08-31,2015-08-31,2015-08-31,-846.14,846.14,1085 Payroll Clearing Account,Paul D Richard,,Cheque Expense,,payroll,,1085;account;cheque;clearing;expense;paul;payroll;richard
32278,655,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16423;24536;38077,655,1,,,,1000.0,1000.0,6600 Wages and Salaries,,Salary,,,wage;wages;salary,,6600;salaries;salary;wages
32279,655,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16423;24536;38077,655,2,,,,35.06,35.06,6605 Payroll Expenses,,CPP - Company,,,payroll;cpp,,6605;company;cpp;expenses;payroll
32280,655,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16423;24536;38077,655,3,,,,-35.06,35.06,2100 Payroll Liabilities,,CPP - Company,,,payroll;cpp,,2100;company;cpp;liabilities;payroll
32281,655,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16423;24536;38077,655,4,,,,-35.06,35.06,2100 Payroll Liabilities,,CPP - Employee,,,payroll;cpp,,2100;cpp;employee;liabilities;payroll
32282,655,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16423;24536;38077,655,5,,,,26.32,26.32,6605 Payroll Expenses,,EI - Company,,,payroll;ei,,6605;company;expenses;payroll
32283,655,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16423;24536;38077,655,6,,,,-26.32,26.32,2100 Payroll Liabilities,,EI - Company,,,payroll;ei,,2100;company;liabilities;payroll
32284,655,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16423;24536;38077,655,7,,,,-18.8,18.8,2100 Payroll Liabilities,,EI - Employee,,,payroll;ei,,2100;employee;liabilities;payroll
32285,655,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16423;24536;38077,655,8,,,,-100.0,100.0,2100 Payroll Liabilities,,Federal Income Tax,,,payroll,,2100;federal;income;liabilities;payroll;tax
32286,655,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16423;24536;38077,655,9,,,,40.0,40.0,6600 Wages and Salaries,,VacPay-Accrued,,,wage;wages,,6600;accrued;salaries;vacpay;wages
32287,655,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16423;24536;38077,655,10,,,,-40.0,40.0,2100 Payroll Liabilities,,VacPay-Accrued,,,payroll,,2100;accrued;liabilities;payroll;vacpay
35164,14580,PAYROLL,NEEDS_REVIEW_AMBIGUOUS,L2_MULTI,2,6979;35058,14580,0,2015-12-31,2015-12-31,2015-12-31,165106.18,165106.18,1085 Payroll Clearing Account,,Payroll paid by cash,Journal Entry,,payroll,,1085;account;cash;clearing;paid;payroll
37046,12263,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16181;22711;43621,12263,1,,,,14.0,14.0,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
41291,12971,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16516;25214;43957,12971,1,,,,752.56,752.56,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,,,,vehicle,2611;752;ford;lease;vehicle;which;woodridge
43670,13890,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16147;22361;43592,13890,1,,,,15.24,15.24,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
45662,13712,ASSET,NEEDS_REVIEW_AMBIGUOUS,L1_MULTI,3,16898;28895;44520,13712,1,,,,7.62,7.62,6900 Vehicle R&M,,,,,,vehicle,6900;vehicle
47912,14686,ASSET,NEEDS_REVIEW_AMBIGUOUS,L2_MULTI,2,623;627,14686,0,2021-11-08,2025-08-20,2021-11-08,-100.0,100.0,0228362 CIBC checking account,Shell,SHELL C81304 PURCHASE000001126002;4506*********534;Point of Sale - Interac,Expense,,,purchase,0228362;4506;534;account;c81304;checking;cibc;expense;interac;point;purchase000001126002;sale;shell
47915,14697,ASSET,NEEDS_REVIEW_AMBIGUOUS,L2_MULTI,2,623;627,14697,0,2021-11-08,2025-08-20,2021-11-08,-100.0,100.0,0228362 CIBC checking account,Esso,ESSO 7-ELEVEN 3 PURCHASE000001853014;4506*********534;Point of Sale - Interac,Expense,,,purchase,0228362;4506;534;account;checking;cibc;eleven;esso;expense;interac;point;purchase000001853014;sale
48192,15615,ASSET,NEEDS_REVIEW_AMBIGUOUS,L2_MULTI,2,15346;35118,15615,0,2025-01-13,2025-08-20,2025-01-13,0.82,0.82,8314462 CIBC vehicle loans,,Opening Balance from Bank,Deposit,,,vehicle,8314462;balance;cibc;deposit;loans;opening;vehicle
48772,14691,ASSET,NEEDS_REVIEW_AMBIGUOUS,L2_MULTI,2,920;921,14691,0,2025-05-21,2025-08-20,2025-05-21,-100.0,100.0,0228362 CIBC checking account,Esso,ESSO 7-ELEVEN 3 PURCHASE514111309513;4506*********534;Point of Sale - Interac,Expense,,,purchase,0228362;4506;534;account;checking;cibc;eleven;esso;expense;interac;point;purchase514111309513;sale
48855,14655,ASSET,NEEDS_REVIEW_AMBIGUOUS,L2_MULTI,2,17685;36385,14655,0,2025-06-09,2025-08-19,2025-06-09,868.78,868.78,3648117 CIBC Business Deposit account,,Opening Balance from Bank,Credit Card Credit,,,bus,3648117;account;balance;business;cibc;credit;deposit;opening
