file,line_number,classification,match_tier,reason,raw_date,date,account_raw,account_code,account_name,description,csv_key_raw,csv_debit,csv_credit,csv_net,alms_id,alms_date,alms_account_code,alms_account_name,alms_description,alms_debit,alms_credit,alms_net
Copy of General_ledger.csv,15924,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,02/03/2016,2016-03-02,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Shaw Direct | Expense,,,74.52,-74.52,,,,,,,,
Copy of General_ledger.csv,15925,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,07/03/2016,2016-03-07,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Fas Gas Plus | Expense,,,135.67,-135.67,,,,,,,,
Copy of General_ledger.csv,15926,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,09/03/2016,2016-03-09,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Staples | Expense,,,170.10,-170.10,,,,,,,,
Copy of General_ledger.csv,15927,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/03/2016,2016-03-10,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Finance Charges | Expense,,,68.70,-68.70,,,,,,,,
Copy of General_ledger.csv,15928,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,11/03/2016,2016-03-11,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Canwest Productions Inc. | Expense,,,1730.40,-1730.40,,,,,,,,
Copy of General_ledger.csv,15929,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,13/03/2016,2016-03-13,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Rona | Expense,,,255.43,-255.43,,,,,,,,
Copy of General_ledger.csv,15930,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,29/03/2016,2016-03-29,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Xplornet | Expense,,,62.99,-62.99,,,,,,,,
Copy of General_ledger.csv,15931,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,02/04/2016,2016-04-02,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Shaw Direct | Expense,,,69.28,-69.28,,,,,,,,
Copy of General_ledger.csv,15932,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/04/2016,2016-04-10,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Finance Charges | Expense,,,82.92,-82.92,,,,,,,,
Copy of General_ledger.csv,15933,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,19/05/2016,2016-05-19,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Shaw Direct | Expense,,,351.57,-351.57,,,,,,,,
Copy of General_ledger.csv,15935,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,29/05/2016,2016-05-29,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Xplornet | Expense,,,62.99,-62.99,,,,,,,,
Copy of General_ledger.csv,15937,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,02/06/2016,2016-06-02,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Shaw Direct | Expense,,,68.28,-68.28,,,,,,,,
Copy of General_ledger.csv,15938,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/06/2016,2016-06-10,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Finance Charges | Expense,,,112.82,-112.82,,,,,,,,
Copy of General_ledger.csv,15939,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/06/2016,2016-06-15,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Wix.com | Expense,,,199.84,-199.84,,,,,,,,
Copy of General_ledger.csv,15940,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,17/06/2016,2016-06-17,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Gas Bar | Expense,,,181.00,-181.00,,,,,,,,
Copy of General_ledger.csv,15942,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,01/07/2016,2016-07-01,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Little Jons | Expense,,,47.25,-47.25,,,,,,,,
Copy of General_ledger.csv,15943,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,02/07/2016,2016-07-02,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Shaw Direct | Expense,,,69.28,-69.28,,,,,,,,
Copy of General_ledger.csv,15944,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,04/07/2016,2016-07-04,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Xplornet | Expense,,,62.99,-62.99,,,,,,,,
Copy of General_ledger.csv,15945,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/07/2016,2016-07-10,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Finance Charges | Expense,,,116.95,-116.95,,,,,,,,
Copy of General_ledger.csv,15947,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,29/08/2016,2016-08-29,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Xplornet | Expense,,,62.99,-62.99,,,,,,,,
Copy of General_ledger.csv,15949,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,02/09/2016,2016-09-02,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Shaw Direct | Expense,,,69.28,-69.28,,,,,,,,
Copy of General_ledger.csv,15950,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/09/2016,2016-09-10,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Finance Charges | Expense,,,118.79,-118.79,,,,,,,,
Copy of General_ledger.csv,15951,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/09/2016,2016-09-10,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Jiffy Lube | Expense,,,53.78,-53.78,,,,,,,,
Copy of General_ledger.csv,15952,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,12/09/2016,2016-09-12,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Support@FourSquare.com | Expense,,,26.90,-26.90,,,,,,,,
Copy of General_ledger.csv,15953,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,16/09/2016,2016-09-16,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Canadian Tire. | Expense,,,48.84,-48.84,,,,,,,,
Copy of General_ledger.csv,15955,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,29/09/2016,2016-09-29,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Xplornet | Expense,,,73.49,-73.49,,,,,,,,
Copy of General_ledger.csv,15956,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,02/10/2016,2016-10-02,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Shaw Direct | Expense,,,69.28,-69.28,,,,,,,,
Copy of General_ledger.csv,15957,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/10/2016,2016-10-10,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Finance Charges | Expense,,,116.27,-116.27,,,,,,,,
Copy of General_ledger.csv,15959,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,24/10/2016,2016-10-24,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Disputed Item | Credit Card Credit,,26.90,,26.90,,,,,,,,
Copy of General_ledger.csv,15960,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,24/10/2016,2016-10-24,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Finance Charges | Credit Card Credit,,0.49,,0.49,,,,,,,,
Copy of General_ledger.csv,15961,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,29/10/2016,2016-10-29,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Xplornet | Expense,,,73.49,-73.49,,,,,,,,
Copy of General_ledger.csv,15962,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,02/11/2016,2016-11-02,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Shaw Direct | Expense,,,69.28,-69.28,,,,,,,,
Copy of General_ledger.csv,15964,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/11/2016,2016-11-10,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Finance Charges | Expense,,,122.62,-122.62,,,,,,,,
Copy of General_ledger.csv,15965,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,29/11/2016,2016-11-29,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Xplornet | Expense,,,73.49,-73.49,,,,,,,,
Copy of General_ledger.csv,15966,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/11/2016,2016-11-30,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Wix.com | Expense,,,53.31,-53.31,,,,,,,,
Copy of General_ledger.csv,15967,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,02/12/2016,2016-12-02,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Mikasa Performance | Expense,,,1500.00,-1500.00,,,,,,,,
Copy of General_ledger.csv,15968,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,02/12/2016,2016-12-02,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Shaw Direct | Expense,,,69.28,-69.28,,,,,,,,
Copy of General_ledger.csv,15969,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,06/12/2016,2016-12-06,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Fas Gas Plus | Expense,,,80.00,-80.00,,,,,,,,
Copy of General_ledger.csv,15970,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,07/12/2016,2016-12-07,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Fas Gas Plus | Expense,,,50.00,-50.00,,,,,,,,
Copy of General_ledger.csv,15971,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/12/2016,2016-12-10,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Finance Charges | Expense,,,118.30,-118.30,,,,,,,,
Copy of General_ledger.csv,15972,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,12/12/2016,2016-12-12,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Finance Charges | Credit Card Credit,,0.25,,0.25,,,,,,,,
Copy of General_ledger.csv,15974,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,12/12/2016,2016-12-12,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Save On Foods | Expense,,,61.92,-61.92,,,,,,,,
Copy of General_ledger.csv,15975,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,12/12/2016,2016-12-12,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Mikasa Performance | Expense,,,1175.06,-1175.06,,,,,,,,
Copy of General_ledger.csv,15977,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,20/12/2016,2016-12-20,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Google | Expense,,,75.00,-75.00,,,,,,,,
Copy of General_ledger.csv,15978,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,21/12/2016,2016-12-21,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Kijiji | Expense,,,10.99,-10.99,,,,,,,,
Copy of General_ledger.csv,15979,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,27/12/2016,2016-12-27,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Canadian Tire. | Expense,,,47.56,-47.56,,,,,,,,
Copy of General_ledger.csv,15980,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,29/12/2016,2016-12-29,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Xplornet | Expense,,,73.49,-73.49,,,,,,,,
Copy of General_ledger.csv,15981,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,02/01/2017,2017-01-02,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Shaw Direct | Expense,,,68.76,-68.76,,,,,,,,
Copy of General_ledger.csv,15982,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,04/01/2017,2017-01-04,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Mikasa Performance | Expense,,,755.57,-755.57,,,,,,,,
Copy of General_ledger.csv,15983,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/01/2017,2017-01-10,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Finance Charges | Expense,,,157.62,-157.62,,,,,,,,
Copy of General_ledger.csv,15984,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,27/10/2017,2017-10-27,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Impark | Expense,,,9.00,-9.00,,,,,,,,
Copy of General_ledger.csv,15985,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,21/11/2017,2017-11-21,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Windshield Surgeons | Expense,,,36.70,-36.70,,,,,,,,
Copy of General_ledger.csv,15986,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,22/11/2017,2017-11-22,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Super Clean Car Wash | Expense,,,10.00,-10.00,,,,,,,,
Copy of General_ledger.csv,15987,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,25/11/2017,2017-11-25,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Fas Gas Plus | Expense,,,33.00,-33.00,,,,,,,,
Copy of General_ledger.csv,15988,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,25/11/2017,2017-11-25,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Super Clean Car Wash | Expense,,,7.00,-7.00,,,,,,,,
Copy of General_ledger.csv,15989,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,25/11/2017,2017-11-25,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Super Clean Car Wash | Expense,,,4.50,-4.50,,,,,,,,
Copy of General_ledger.csv,15990,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,25/11/2017,2017-11-25,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Fas Gas Plus | Expense,,,55.00,-55.00,,,,,,,,
Copy of General_ledger.csv,15991,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,27/11/2017,2017-11-27,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Cam Clark Ford | Expense,,,188.49,-188.49,,,,,,,,
Copy of General_ledger.csv,15992,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,28/11/2017,2017-11-28,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Canadian Tire. | Expense,,,139.95,-139.95,,,,,,,,
Copy of General_ledger.csv,15993,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,29/11/2017,2017-11-29,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Super Clean Car Wash | Expense,,,7.00,-7.00,,,,,,,,
Copy of General_ledger.csv,15994,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/11/2017,2017-11-30,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Fas Gas Plus | Expense,,,100.00,-100.00,,,,,,,,
Copy of General_ledger.csv,15995,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,01/12/2017,2017-12-01,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Burnt Lake General Store | Expense,,,100.00,-100.00,,,,,,,,
Copy of General_ledger.csv,15996,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,07/12/2017,2017-12-07,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Journal Entry,,,2000.00,-2000.00,,,,,,,,
Copy of General_ledger.csv,15997,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,07/12/2017,2017-12-07,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Journal Entry,,,1000.00,-1000.00,,,,,,,,
Copy of General_ledger.csv,15998,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,22/12/2017,2017-12-22,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Jumbo Car Wash | Expense,,,14.00,-14.00,,,,,,,,
Copy of General_ledger.csv,15999,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,22/12/2017,2017-12-22,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Esso | Expense,,,32.00,-32.00,,,,,,,,
Copy of General_ledger.csv,16000,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,23/12/2017,2017-12-23,2320 Canadian Tire MC 0151,2320,Canadian Tire MC 0151,Fas Gas Plus | Expense,,,20.00,-20.00,,,,,,,,
Copy of General_ledger.csv,16011,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2012,2012-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,8340.67,-8340.67,,,,,,,,
Copy of General_ledger.csv,16012,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2012,2012-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,4013.90,-4013.90,,,,,,,,
Copy of General_ledger.csv,16013,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2012,2012-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,2867.07,-2867.07,,,,,,,,
Copy of General_ledger.csv,16014,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2012,2012-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,8340.67,-8340.67,,,,,,,,
Copy of General_ledger.csv,16015,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2012,2012-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,21989.91,-21989.91,,,,,,,,
Copy of General_ledger.csv,16017,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2013,2013-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,19170.75,-19170.75,,,,,,,,
Copy of General_ledger.csv,16018,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2013,2013-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,4163.61,-4163.61,,,,,,,,
Copy of General_ledger.csv,16019,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2013,2013-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,7193.79,-7193.79,,,,,,,,
Copy of General_ledger.csv,16020,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2013,2013-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,2974.00,-2974.00,,,,,,,,
Copy of General_ledger.csv,16021,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2013,2013-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,7193.79,-7193.79,,,,,,,,
Copy of General_ledger.csv,16023,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2014,2014-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,4846.19,-4846.19,,,,,,,,
Copy of General_ledger.csv,16024,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2014,2014-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,8524.61,-8524.61,,,,,,,,
Copy of General_ledger.csv,16025,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2014,2014-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,23570.63,-23570.63,,,,,,,,
Copy of General_ledger.csv,16026,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2014,2014-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,8524.61,-8524.61,,,,,,,,
Copy of General_ledger.csv,16027,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2014,2014-12-31,2100 Payroll Liabilities,2100,Payroll Liabilities,Gross up payroll as per T4s | Journal Entry,,,3461.59,-3461.59,,,,,,,,
Copy of General_ledger.csv,16219,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,04/03/2015,2015-03-04,2100 Payroll Liabilities,2100,Payroll Liabilities,CPP - Employee | Receiver General | Cheque Expense,,448.26,,448.26,,,,,,,,
Copy of General_ledger.csv,16220,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,04/03/2015,2015-03-04,2100 Payroll Liabilities,2100,Payroll Liabilities,EI - Employee | Receiver General | Cheque Expense,,201.59,,201.59,,,,,,,,
Copy of General_ledger.csv,16221,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,04/03/2015,2015-03-04,2100 Payroll Liabilities,2100,Payroll Liabilities,EI - Company | Receiver General | Cheque Expense,,282.22,,282.22,,,,,,,,
Copy of General_ledger.csv,16222,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,04/03/2015,2015-03-04,2100 Payroll Liabilities,2100,Payroll Liabilities,Federal Income Tax | Receiver General | Cheque Expense,,1331.30,,1331.30,,,,,,,,
Copy of General_ledger.csv,16223,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,04/03/2015,2015-03-04,2100 Payroll Liabilities,2100,Payroll Liabilities,CPP - Company | Receiver General | Cheque Expense,,448.26,,448.26,,,,,,,,
Copy of General_ledger.csv,16371,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/05/2015,2015-05-15,2100 Payroll Liabilities,2100,Payroll Liabilities,Federal Income Tax | Receiver General | Cheque Expense,,2319.78,,2319.78,,,,,,,,
Copy of General_ledger.csv,16372,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/05/2015,2015-05-15,2100 Payroll Liabilities,2100,Payroll Liabilities,CPP - Company | Receiver General | Cheque Expense,,534.68,,534.68,,,,,,,,
Copy of General_ledger.csv,16373,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/05/2015,2015-05-15,2100 Payroll Liabilities,2100,Payroll Liabilities,CPP - Employee | Receiver General | Cheque Expense,,534.68,,534.68,,,,,,,,
Copy of General_ledger.csv,16374,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/05/2015,2015-05-15,2100 Payroll Liabilities,2100,Payroll Liabilities,EI - Employee | Receiver General | Cheque Expense,,182.07,,182.07,,,,,,,,
Copy of General_ledger.csv,16375,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/05/2015,2015-05-15,2100 Payroll Liabilities,2100,Payroll Liabilities,EI - Company | Receiver General | Cheque Expense,,254.90,,254.90,,,,,,,,
Copy of General_ledger.csv,17057,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,01/01/2012,2012-01-01,2200 GST/HST Payable,2200,GST/HST Payable,Sirius Radio | Expense,,10.01,,10.01,,,,,,,,
Copy of General_ledger.csv,17130,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,08/01/2012,2012-01-08,2200 GST/HST Payable,2200,GST/HST Payable,Manning Motor Inn | Expense,,4.88,,4.88,,,,,,,,
Copy of General_ledger.csv,17189,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,20/01/2012,2012-01-20,2200 GST/HST Payable,2200,GST/HST Payable,Capital One Member Fee | Expense,,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,17192,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,20/01/2012,2012-01-20,2200 GST/HST Payable,2200,GST/HST Payable,Finance Charges | Expense,,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,17307,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/02/2012,2012-02-10,2200 GST/HST Payable,2200,GST/HST Payable,George's Pizza | Expense,,2.30,,2.30,,,,,,,,
Copy of General_ledger.csv,17314,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,12/02/2012,2012-02-12,2200 GST/HST Payable,2200,GST/HST Payable,MGM Grand Hotel | Expense,,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,17315,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,12/02/2012,2012-02-12,2200 GST/HST Payable,2200,GST/HST Payable,Excalibur | Expense,,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,17317,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,12/02/2012,2012-02-12,2200 GST/HST Payable,2200,GST/HST Payable,MGM Grand Hotel | Expense,,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,17342,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,16/02/2012,2012-02-16,2200 GST/HST Payable,2200,GST/HST Payable,T-Shirt Plus Las Vegas | Expense,,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,17376,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,20/02/2012,2012-02-20,2200 GST/HST Payable,2200,GST/HST Payable,Finance Charges | Expense,,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,17386,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,20/02/2012,2012-02-20,2200 GST/HST Payable,2200,GST/HST Payable,Finance Charges | Expense,,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,17521,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,20/03/2012,2012-03-20,2200 GST/HST Payable,2200,GST/HST Payable,Finance Charges | Expense,,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,17523,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,20/03/2012,2012-03-20,2200 GST/HST Payable,2200,GST/HST Payable,Finance Charges | Expense,,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,17698,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,20/04/2012,2012-04-20,2200 GST/HST Payable,2200,GST/HST Payable,Finance Charges | Expense,,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,17709,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,21/04/2012,2012-04-21,2200 GST/HST Payable,2200,GST/HST Payable,M.C Limousine & Taxi | Expense,,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,17733,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,25/04/2012,2012-04-25,2200 GST/HST Payable,2200,GST/HST Payable,Hertz | Expense,,5.63,,5.63,,,,,,,,
